Age,Gender,Marital Status,Home Ownership,Family member,Education Qualiication,Monthly Income,Monthly Expense,Earning Member,Savings Status,Business Type,Business Location,Residence Area,Bank Account Status,Loan Purpose,Current Business Duration,Business Nature,Dft
23,6,7,11,11,17,21100,23100,9,43,63,67,50,53,58,14,77,0
25,6,7,10,10,20,14200,15000,2,44,64,66,51,53,59,30,82,0
24,6,7,10,11,17,27400,5700,5,44,63,65,50,53,56,10,74,0
43,5,7,11,15,17,48600,14400,3,44,63,66,50,54,60,14,74,0
45,6,7,9,7,19,56600,5400,6,44,63,67,50,53,57,11,80,0
34,5,8,9,6,18,29800,12900,9,44,61,66,49,53,57,5,74,0
32,6,7,10,6,22,4800,26400,2,44,63,68,51,53,60,10,78,0
42,6,8,11,8,22,14900,12700,7,44,61,66,49,53,57,12,82,0
38,6,7,11,8,20,18300,36600,7,44,61,66,50,54,60,0,83,0
25,5,7,9,5,20,55300,19500,5,43,64,66,51,54,59,18,80,0
25,5,8,11,13,127,23000,22600,5,43,62,65,50,53,56,5,75,0
33,6,8,10,13,127,21400,11100,7,44,61,67,52,54,57,13,77,0
24,6,8,9,5,20,27600,20200,4,43,64,65,50,54,55,10,79,0
52,5,7,9,14,18,45300,9200,5,44,63,67,50,53,59,17,76,0
21,5,8,9,6,18,10400,2700,5,44,63,67,51,53,58,0,81,1
29,6,8,9,15,18,24600,26700,9,44,64,68,51,53,57,5,76,0
22,6,7,9,14,20,4500,6000,3,43,61,66,50,53,60,10,83,0
28,6,8,10,10,22,20100,41000,4,43,61,66,50,53,59,23,75,0
25,6,7,10,11,18,10600,8600,2,43,63,65,52,53,59,7,79,0
34,5,8,10,3,18,6600,11600,7,43,63,65,49,54,59,27,80,0
28,6,7,11,6,20,12700,15000,10,44,63,66,50,53,60,1,85,0
30,5,8,11,3,21,31800,1900,6,44,63,65,52,53,58,15,80,0
25,6,8,10,3,20,18500,9100,4,44,61,66,49,53,57,7,79,0
32,5,7,11,5,22,41300,24400,3,44,64,65,50,53,56,25,85,0
27,5,8,9,6,127,27600,19500,4,44,62,68,50,54,59,6,75,0
30,6,8,11,3,19,5900,11800,3,43,64,68,49,53,60,0,74,0
24,6,8,9,2,22,18200,20100,9,44,61,65,51,54,56,6,81,0
19,6,8,11,12,21,48200,27600,3,44,63,67,49,53,56,5,79,0
35,6,7,9,11,20,36800,4800,5,43,63,67,49,53,55,2,86,0
29,6,7,9,12,20,31100,30900,6,43,62,65,49,54,58,7,80,0
26,5,8,11,4,21,45200,16700,5,44,64,67,52,54,56,20,77,0
18,6,8,10,10,22,22900,21400,5,43,64,66,51,53,57,10,76,0
23,6,8,11,5,17,43600,2400,7,44,61,68,50,54,57,4,80,0
60,6,8,9,9,127,10100,23000,8,44,63,65,51,53,56,11,76,0
27,5,8,10,12,20,34300,6000,8,43,64,68,49,54,56,16,82,0
30,6,8,11,9,17,9800,21500,5,43,64,66,51,53,55,0,86,0
35,6,7,10,14,20,18100,26400,1,44,62,65,51,54,57,22,84,0
59,5,7,10,10,17,2500,25800,4,43,63,66,49,53,58,5,77,1
30,6,8,9,7,20,20500,34500,10,44,64,68,50,54,55,11,79,0
19,5,7,10,15,19,5300,14800,6,44,61,65,50,53,56,2,75,0
24,6,8,11,14,19,16700,2000,4,43,64,65,49,54,57,12,80,0
52,6,8,11,5,20,23300,17200,7,43,61,68,51,53,58,5,83,0
31,6,8,11,10,22,13200,7900,7,44,61,65,50,53,55,28,82,0
30,5,7,10,14,19,2700,41900,8,43,64,65,49,54,55,2,83,1
23,6,7,9,7,18,9900,3200,7,43,62,67,51,53,58,14,85,0
22,6,7,10,8,17,8200,38600,9,43,63,68,51,54,60,4,80,0
51,5,7,11,2,22,7400,4300,5,43,62,67,51,53,60,2,76,0
18,5,8,11,3,127,57400,11500,2,43,62,65,51,54,58,9,86,0
23,6,7,10,11,22,33300,27700,3,44,62,66,50,54,58,2,77,0
24,6,7,9,9,20,4800,35000,4,44,64,65,51,54,56,2,81,0
48,5,8,11,7,18,9400,6300,5,43,62,67,51,54,59,2,82,0
51,5,7,9,2,127,20100,14400,6,44,63,67,51,53,57,5,77,0
28,5,8,11,13,20,12800,15200,4,43,64,65,51,54,58,2,85,0
36,5,8,11,10,20,31800,14100,3,44,63,66,52,53,58,2,75,0
49,5,7,9,5,21,25900,4300,3,44,64,68,50,53,57,2,74,0
30,5,8,9,3,127,39000,27400,5,43,61,67,51,54,56,3,82,0
40,6,7,10,11,20,53800,16700,9,44,64,66,52,53,56,6,79,0
30,5,8,11,7,127,7400,27500,3,44,62,67,52,54,55,8,85,1
32,5,7,11,15,18,12700,1100,6,43,63,68,50,54,56,15,85,0
18,6,7,11,8,19,1700,3100,7,44,62,65,50,54,57,10,75,0
35,5,8,9,6,18,24300,12000,1,43,64,66,51,54,55,4,86,0
33,6,8,11,7,19,2700,6500,2,43,64,65,50,54,60,3,83,0
25,6,7,9,7,127,43600,2300,7,43,62,66,50,54,60,16,75,0
46,6,7,11,13,17,18900,5700,7,44,63,67,52,53,57,10,77,0
29,6,8,9,14,17,13100,19900,8,44,62,65,50,53,60,3,74,0
53,6,8,11,7,19,53500,14200,6,44,61,66,51,54,55,0,85,0
48,5,8,9,8,22,59800,7100,7,44,63,65,51,54,56,0,80,0
32,6,7,9,2,127,31600,26700,9,44,63,67,51,53,58,5,80,0
20,6,7,9,8,17,25700,24900,7,43,62,68,50,53,55,2,76,0
34,6,8,9,7,19,25500,3300,2,43,62,67,50,54,60,2,81,0
19,6,8,9,13,18,36800,18600,5,44,64,67,52,54,57,10,84,0
28,6,8,9,9,20,7300,16600,5,43,62,66,50,53,59,13,86,0
63,5,7,9,6,19,47700,15700,4,43,63,65,50,54,60,7,80,0
25,5,8,11,14,19,10100,15900,3,43,64,66,49,54,59,3,77,0
33,5,7,11,14,22,17300,25900,7,43,63,67,49,53,60,0,78,0
64,5,8,11,8,19,18000,11300,7,43,63,65,51,53,57,5,83,0
32,5,7,10,11,21,58600,4100,5,43,63,67,52,54,56,9,77,0
18,5,8,10,11,22,13700,33700,10,44,61,66,49,54,57,19,74,0
35,5,8,11,15,21,36300,20700,8,43,61,67,51,53,57,7,77,0
25,5,7,10,11,127,38800,22400,1,43,64,67,50,54,59,0,78,1
36,6,8,10,10,22,3200,2500,1,43,61,65,52,53,57,24,84,0
28,6,8,11,2,19,54000,9800,7,44,61,68,50,54,58,2,80,0
57,6,8,9,11,18,1900,17600,9,43,62,67,51,53,60,10,82,0
34,5,8,9,13,22,4600,15800,10,43,61,67,52,53,58,2,82,0
38,5,7,10,10,127,6900,16000,8,44,61,68,52,53,55,14,77,0
60,6,8,9,8,21,38300,2900,6,43,62,66,51,54,60,10,84,0
43,5,7,10,13,17,12900,8000,6,44,64,65,50,54,55,10,77,0
25,6,8,11,2,19,9000,14800,2,44,64,68,52,54,58,15,85,0
34,6,7,9,4,20,24700,15700,5,44,63,65,50,54,56,3,74,0
45,6,8,11,5,20,3300,38600,1,43,63,66,50,54,55,5,75,0
22,5,7,9,10,20,27700,16900,7,43,61,65,49,54,57,5,76,0
48,6,7,9,8,20,31500,31000,5,44,63,65,51,54,57,3,85,0
55,5,8,9,6,22,11400,22200,2,43,64,67,51,54,55,3,85,0
65,6,8,9,12,22,25300,10000,5,43,62,66,52,54,57,27,85,0
34,6,8,10,4,19,15500,8300,2,44,62,67,51,54,56,0,79,0
26,6,8,10,7,20,33700,13700,5,43,62,65,51,54,57,3,75,0
52,5,7,10,9,17,21700,11400,10,44,63,66,52,54,57,10,76,0
20,5,7,11,7,22,16800,10400,5,44,61,66,49,54,56,3,76,0
34,5,7,10,7,17,17400,7200,6,43,64,67,51,53,58,4,76,0
22,6,7,11,4,127,1500,3100,5,43,63,65,49,53,59,15,82,0
65,6,7,10,8,22,25900,12400,7,44,62,67,51,54,56,3,75,0
26,5,8,9,14,19,59100,13000,4,43,64,66,51,53,58,7,77,0
50,6,8,11,3,17,52900,5400,3,43,63,67,51,53,59,3,74,0
22,5,8,10,7,19,40300,10200,3,43,63,66,52,54,55,17,79,0
24,6,7,10,6,22,39800,17200,2,43,63,66,49,54,57,5,80,0
35,5,7,11,15,127,26900,14400,9,43,61,66,51,54,59,10,76,0
44,6,7,11,2,20,24300,7300,3,43,64,65,52,54,58,1,79,0
27,5,8,10,8,20,22600,14100,2,43,64,68,49,54,57,2,79,0
42,5,7,11,7,20,34700,22600,3,44,61,68,49,54,58,1,82,0
28,5,8,11,7,18,23900,14800,8,43,61,68,52,53,56,16,85,0
30,6,7,11,9,19,1300,1200,3,44,62,65,52,54,59,13,82,0
18,5,8,10,4,21,3600,23400,5,43,62,67,52,54,57,2,84,1
25,6,7,11,6,22,1200,22800,5,44,61,67,52,53,58,11,82,0
25,5,7,9,6,127,32600,11100,2,43,64,65,49,53,55,11,81,0
25,5,7,9,7,127,15500,13100,10,43,61,66,52,53,57,25,86,0
30,6,8,11,12,20,10500,5500,1,44,61,67,50,53,58,5,78,0
35,6,8,10,14,19,13800,26000,7,44,62,67,49,54,57,4,80,0
45,5,8,9,11,22,51400,7500,2,43,62,67,49,53,57,27,85,0
64,5,8,11,7,19,10700,1800,5,43,63,65,50,54,57,1,80,0
33,6,8,9,15,20,4700,15900,3,43,61,66,50,54,55,14,84,0
23,6,7,10,3,17,20300,18700,7,43,62,68,52,54,59,25,75,0
57,6,7,10,9,20,11600,21500,1,44,63,67,52,53,60,5,79,0
22,6,8,11,8,17,13200,29300,2,44,61,65,51,54,60,15,79,0
30,5,7,9,10,18,40700,3600,3,43,62,68,52,54,58,0,85,0
32,5,8,11,6,127,9200,15900,2,43,63,68,49,54,59,10,75,0
42,5,8,10,6,19,7800,6900,10,43,64,65,51,53,55,5,79,0
50,6,8,9,11,17,10700,25600,7,44,61,65,51,54,56,15,74,0
20,5,7,9,9,21,18500,11500,4,43,62,68,51,53,58,3,74,0
24,6,8,10,4,18,14600,9500,5,44,63,68,51,54,56,10,74,0
19,6,8,11,7,17,1400,17500,3,44,63,68,52,54,55,13,75,0
33,6,8,10,13,18,2500,14400,5,43,63,65,52,54,60,5,86,0
60,5,7,10,5,127,8300,10500,4,44,62,66,49,54,56,25,83,0
29,6,8,10,7,127,26500,2600,5,44,62,65,52,54,55,11,75,0
25,6,8,10,13,20,1600,1800,3,43,62,65,52,54,55,1,74,0
24,6,7,11,5,19,36700,12300,4,43,63,68,49,54,59,8,85,0
30,6,7,9,8,17,15800,10200,6,44,64,65,50,53,60,28,77,0
27,6,8,9,6,127,26900,20600,3,43,61,68,51,53,56,2,76,0
24,5,8,10,12,19,25200,4200,8,44,62,65,51,54,57,3,82,0
31,5,8,11,5,20,38200,30200,3,44,61,68,51,53,59,6,80,0
53,5,7,11,9,127,5000,9800,9,44,64,67,52,54,55,5,75,0
31,5,8,11,10,127,55300,27100,7,43,62,67,49,53,56,28,84,0
20,5,8,9,3,127,22700,9000,7,43,61,67,52,53,55,26,78,0
30,6,8,9,5,19,4400,6900,7,44,62,66,50,54,57,1,80,0
28,6,8,9,7,127,32800,7800,5,43,64,65,51,54,56,10,81,0
30,5,7,11,12,127,27100,18900,8,43,64,67,51,54,59,7,79,0
22,5,7,10,5,127,24800,13700,7,44,62,68,52,54,58,4,74,1
47,5,7,10,3,17,52300,24500,9,43,61,66,52,54,57,10,74,0
32,6,8,9,7,20,41500,3600,5,43,61,65,50,54,56,2,76,0
64,5,8,10,2,20,9200,21500,5,43,62,65,51,54,57,0,76,0
57,5,7,10,7,18,14900,4600,2,44,64,65,51,54,58,14,84,0
27,5,8,11,7,19,37800,18300,5,43,62,66,49,53,56,4,83,0
35,5,8,10,4,17,28400,23400,7,43,62,66,49,54,55,2,79,0
20,6,8,11,6,17,37100,19000,3,43,64,65,49,54,59,16,82,0
19,6,8,11,2,18,12300,5500,7,44,61,67,50,53,56,7,78,0
51,6,7,9,8,17,27600,14500,1,44,64,66,50,54,60,5,86,0
23,6,7,11,8,17,13800,17600,3,44,63,67,52,53,55,7,81,0
30,6,8,9,2,21,22100,3500,5,44,62,67,52,53,58,6,77,0
54,6,8,9,7,21,50300,17600,8,44,63,65,52,53,56,30,84,0
28,6,8,11,6,22,26900,23000,9,44,63,65,51,54,55,8,82,0
26,6,7,9,5,17,20800,34900,9,43,62,66,50,53,57,23,78,0
34,5,8,9,7,19,51900,19700,1,43,64,66,52,53,59,2,76,0
32,6,8,11,7,17,24700,1100,5,44,63,66,52,54,60,14,77,0
32,5,8,9,7,127,21900,9900,5,44,61,65,49,53,60,2,75,0
45,5,8,11,9,22,19800,10700,3,44,61,65,50,54,55,2,81,0
45,6,8,10,6,22,9500,13000,7,44,64,68,50,54,55,21,86,0
25,5,7,9,5,20,43800,2500,9,44,62,68,52,53,58,4,86,0
27,6,8,11,8,21,18500,11100,7,44,61,68,49,53,56,10,74,0
30,5,8,11,9,19,4300,11800,1,44,64,68,50,53,56,2,84,0
28,6,7,9,12,127,24000,21100,7,43,62,65,49,54,59,15,79,0
57,5,7,10,6,18,8300,1100,1,43,62,65,51,53,55,29,80,0
27,5,7,9,13,19,26300,13000,5,43,63,68,50,53,55,27,84,0
63,6,7,10,7,17,6800,14200,3,44,64,67,50,54,58,3,81,0
58,5,7,11,12,21,38100,21600,5,43,62,67,52,53,60,3,74,0
21,6,8,9,13,18,26300,5900,3,43,61,67,50,54,59,25,77,0
58,6,8,10,7,21,53500,18000,9,44,64,67,51,53,58,13,84,0
26,6,7,11,4,18,10200,4100,7,43,62,68,49,53,55,2,82,0
33,5,8,11,3,17,7200,16800,4,43,62,68,51,53,57,1,82,0
32,6,7,9,13,17,32200,7400,1,43,64,65,50,53,60,4,75,0
29,6,8,10,5,20,26300,13900,1,44,64,65,51,53,57,15,77,0
25,6,7,11,2,127,28600,17200,5,43,63,65,51,53,55,2,86,0
18,5,8,11,7,20,24800,25300,1,43,63,67,49,54,59,4,83,0
21,6,8,11,5,20,8100,10200,5,44,61,68,49,54,57,4,75,0
23,5,8,9,5,22,4300,10700,5,43,64,67,51,53,56,6,79,0
25,6,7,10,6,20,4400,13600,2,43,61,65,51,54,59,3,74,0
35,6,8,10,12,21,40000,16200,3,44,61,67,51,53,57,23,82,0
27,5,8,9,10,127,29300,19800,3,44,63,66,49,54,58,12,78,0
50,6,7,9,5,127,8800,36300,1,43,62,68,51,53,55,11,82,0
34,6,8,10,5,22,22000,7800,6,44,64,65,52,54,60,9,83,0
27,6,8,10,10,17,11900,26700,4,43,63,68,51,54,59,5,74,0
40,5,7,9,11,18,56600,18700,2,44,64,65,52,54,60,7,83,0
25,5,8,11,7,21,28900,24900,7,43,63,66,52,54,56,0,82,0
30,5,7,10,4,19,25300,27000,7,43,63,67,52,53,55,0,74,0
40,5,7,9,2,17,2200,27000,5,43,64,68,50,53,60,3,86,1
29,6,7,9,12,20,6000,18700,1,44,63,68,49,54,59,5,76,0
25,5,8,11,7,21,6900,16200,4,44,62,67,51,53,56,15,85,0
26,5,8,9,5,19,12500,15400,5,43,64,66,52,53,55,3,76,0
47,6,8,11,3,22,21200,15900,3,44,62,66,50,54,55,14,82,0
30,6,7,10,10,18,24100,11100,7,43,64,65,49,54,60,12,81,0
24,5,7,10,2,19,16600,1900,6,44,63,66,50,54,60,5,76,1
39,6,7,10,8,19,25100,22300,2,44,62,66,50,54,56,4,79,0
18,5,8,9,13,127,13300,20100,5,43,64,65,51,54,58,14,85,0
31,6,7,9,4,20,24200,3900,6,44,64,68,52,54,57,7,79,0
19,6,8,9,9,18,59400,15600,1,44,64,68,51,53,60,21,74,0
31,6,7,9,10,17,2100,17700,5,43,63,67,50,53,58,0,82,0
19,6,8,9,15,127,18800,6800,3,44,62,68,49,54,55,26,79,0
30,6,7,9,6,127,8300,9600,6,43,62,65,49,54,57,3,77,0
25,5,7,9,4,18,18100,9900,6,43,62,67,49,54,55,0,80,0
28,5,8,10,10,22,1900,24100,5,44,64,68,50,54,57,0,83,1
30,5,8,11,7,22,21100,14100,2,43,61,68,50,53,56,15,79,0
32,5,8,11,3,21,18600,9900,1,44,64,67,50,53,58,6,78,0
33,5,7,9,2,22,23900,13400,2,43,61,65,51,53,59,5,80,0
61,5,7,11,3,22,8800,10600,4,43,63,68,50,53,60,3,85,0
30,5,8,10,4,20,14500,30900,2,43,62,68,49,53,60,7,82,1
27,5,7,9,9,21,51700,4000,2,44,62,65,51,53,58,18,74,0
26,6,8,9,8,18,51800,30700,7,44,64,67,49,54,56,23,86,0
32,6,8,9,8,20,11600,8300,4,43,63,67,51,53,59,5,74,0
26,6,8,11,8,17,20000,16000,2,44,61,67,52,54,55,2,86,0
25,6,7,9,7,21,43700,21800,6,44,64,66,50,54,55,14,85,0
24,6,7,11,6,21,35400,11500,1,43,63,65,49,54,59,2,86,0
25,6,8,10,4,19,3300,39600,8,43,64,66,50,53,55,27,82,0
30,5,7,11,6,22,5000,11600,9,43,61,68,52,54,55,13,76,0
60,6,7,10,8,22,37900,12900,3,43,62,68,52,53,59,19,85,0
38,6,8,9,5,21,25300,11500,5,43,62,65,49,54,58,30,80,0
34,6,7,11,15,17,4500,1300,3,44,64,65,50,54,57,14,78,0
18,6,8,10,7,127,13200,20600,1,43,64,65,50,54,56,15,75,0
31,5,8,10,8,19,25700,16800,5,44,64,66,50,53,59,21,82,0
51,6,8,10,10,17,48000,4900,3,43,64,67,50,54,57,9,85,0
29,5,8,11,7,22,18500,2400,5,43,63,68,50,53,57,11,78,0
30,6,7,10,7,17,54800,26500,4,43,64,67,50,53,59,0,82,0
25,6,8,10,7,21,19200,1200,3,44,61,67,52,53,57,5,74,0
25,5,8,11,8,21,19800,5500,5,43,61,65,51,54,60,10,86,0
30,6,8,9,15,22,39800,11700,5,44,61,66,51,54,57,5,79,0
59,5,7,11,7,22,14200,6300,3,43,62,65,52,54,55,5,75,0
30,6,8,9,7,22,38200,24600,7,43,64,66,50,53,55,7,75,0
65,6,8,11,11,22,29700,14400,4,43,64,68,50,53,59,5,79,0
46,6,7,9,10,21,17000,14300,9,44,64,66,50,53,55,2,82,0
24,6,8,10,11,20,19100,16200,5,44,62,66,52,54,59,18,78,0
27,5,8,9,4,22,31700,14200,7,43,61,68,51,53,56,0,83,0
30,5,8,11,8,18,21600,19100,7,44,62,67,50,54,60,20,77,0
30,5,8,10,5,127,9900,21100,3,44,64,67,49,53,60,2,74,1
37,5,8,10,11,19,4700,16600,3,43,61,65,50,54,59,6,85,0
46,5,7,11,12,127,26300,3400,6,44,61,66,52,54,58,13,81,0
47,5,8,11,14,21,15700,9500,5,44,61,67,52,53,58,8,76,0
35,6,7,11,11,17,14400,1200,10,43,62,67,49,53,58,24,82,0
41,6,7,10,5,17,57200,21100,9,44,63,66,51,53,56,8,74,0
65,6,7,11,5,22,15400,6300,3,43,64,65,50,53,57,30,80,0
31,6,8,11,5,17,20200,19500,4,43,61,66,52,54,58,19,75,0
57,6,8,11,7,19,57200,14100,10,43,63,67,51,54,56,1,75,0
52,5,8,9,5,19,7600,8000,10,44,61,65,49,54,56,0,86,0
29,5,7,9,10,19,3400,6200,6,43,64,66,49,53,60,3,78,0
21,6,7,11,7,127,17900,3600,3,43,61,67,50,53,60,15,75,0
30,5,7,11,2,18,39600,14900,2,43,61,65,52,54,56,28,80,0
23,5,8,11,5,19,34300,8600,3,44,62,66,51,54,60,25,79,0
24,6,8,10,4,18,56200,20100,3,44,62,68,49,54,59,2,85,0
25,6,7,11,9,20,21700,15000,6,43,64,66,50,54,55,14,79,0
63,5,7,9,7,21,51900,13300,4,43,63,65,51,54,55,21,79,0
28,5,7,11,3,17,49500,19800,7,44,62,68,51,53,59,4,79,0
45,5,8,10,6,21,16400,11100,8,43,63,68,50,54,56,27,84,0
35,5,8,10,13,18,19900,4500,5,44,61,66,52,53,60,22,81,0
53,5,8,10,12,127,16400,9000,7,43,62,66,51,53,56,9,77,0
47,6,7,10,7,22,7100,28800,3,43,64,65,49,54,60,6,79,0
29,5,8,9,7,19,16200,6300,5,44,64,67,52,53,59,26,85,0
45,6,7,9,5,17,29900,13900,6,44,64,67,49,53,58,10,84,0
50,5,7,9,6,17,17800,10200,7,43,64,68,50,54,58,23,74,0
23,6,7,9,10,19,16200,28100,6,43,61,66,50,54,58,5,77,0
20,5,7,11,7,18,37700,21600,7,43,63,65,49,53,60,6,75,0
21,6,7,9,10,18,9900,1400,9,44,62,68,49,53,57,6,77,0
22,6,8,9,2,127,32300,19900,2,43,62,68,51,53,57,1,81,0
30,5,7,11,8,20,11500,1900,6,44,63,67,52,53,58,5,81,0
30,6,8,11,8,19,22900,12000,1,44,61,68,52,54,57,5,77,0
35,5,7,9,7,21,22700,12700,5,44,63,67,49,53,55,5,83,0
22,6,7,11,10,20,27100,35800,5,43,61,68,50,54,59,4,75,0
32,5,7,10,7,17,6800,1500,10,43,64,65,52,53,55,20,78,0
20,6,8,9,5,17,23100,5300,2,43,64,67,51,53,57,15,80,0
19,5,8,10,6,22,22500,39400,7,44,63,66,50,53,58,2,75,0
29,5,8,10,10,19,2500,39800,1,43,62,67,49,54,55,5,86,1
35,5,8,10,4,22,32300,24500,2,44,61,68,52,54,59,22,80,0
53,6,7,10,12,20,24000,14300,4,44,64,67,50,54,59,2,84,0
23,5,8,10,6,18,17300,18300,10,43,63,67,52,54,58,7,83,1
60,5,8,10,14,18,3500,27300,6,44,62,66,50,53,55,6,76,1
29,5,7,9,9,21,39500,26500,3,43,63,66,49,53,56,0,86,0
46,5,8,10,12,19,3300,11000,2,43,62,67,50,54,58,25,78,0
33,6,8,9,4,127,3400,20000,4,43,62,66,49,54,59,5,79,0
25,5,7,11,12,21,29300,14200,3,43,62,65,51,54,59,10,85,0
28,5,7,10,5,21,8500,12900,8,43,63,66,49,53,58,4,75,0
30,5,8,9,8,20,45600,18400,7,43,61,67,52,54,60,14,76,0
34,5,8,10,14,18,47400,1500,2,43,62,65,49,54,59,10,84,0
45,5,8,11,6,18,6000,2000,8,44,64,65,50,54,60,4,86,0
45,5,7,11,7,21,19800,9700,5,44,62,68,51,53,60,0,77,0
32,5,8,10,7,127,4600,4900,1,44,62,67,50,54,56,30,86,0
48,6,8,9,5,18,14100,8500,3,44,63,68,50,54,57,25,86,0
59,5,8,11,12,127,11100,5500,7,43,64,67,52,54,59,24,75,0
29,5,7,11,7,18,15300,3200,3,43,61,68,52,53,57,1,83,1
31,5,7,11,4,21,27700,14600,2,43,63,68,52,54,55,1,75,0
60,6,7,9,11,20,3300,37900,6,43,61,66,50,53,56,5,82,0
19,6,8,10,3,18,15100,16600,10,43,63,66,49,53,59,5,84,0
31,5,7,9,4,21,51500,14100,5,43,64,66,51,53,60,8,82,0
26,6,8,10,12,127,17700,6300,5,44,64,66,50,54,58,9,82,0
48,6,8,10,10,20,23100,7600,5,43,63,65,51,53,56,3,80,0
35,5,8,9,7,21,25000,22700,2,43,61,66,52,54,59,2,76,0
30,5,8,10,6,21,13400,1500,5,43,63,66,52,53,55,3,85,0
50,6,8,10,4,20,25600,4800,3,44,61,65,51,53,60,3,76,0
22,6,7,9,9,21,28500,23700,2,44,63,65,50,53,60,13,84,0
35,5,7,11,9,20,1600,28300,7,44,62,67,50,53,57,7,84,1
40,6,8,9,5,22,13300,12100,3,44,64,66,49,54,59,26,77,0
33,6,7,10,14,21,10500,19500,7,44,64,68,49,53,57,7,86,0
28,6,8,9,11,17,48100,15000,7,43,63,66,51,54,56,22,80,0
35,5,7,11,9,20,4500,5600,5,43,64,67,51,54,57,5,79,1
49,6,8,10,2,19,3100,15300,6,44,63,67,51,54,56,1,76,0
31,6,7,9,5,17,10700,16200,1,43,63,67,49,53,55,1,86,0
19,5,7,11,15,22,5800,1800,8,44,63,67,51,54,55,1,84,0
19,6,7,9,3,20,46300,17400,3,44,62,65,52,54,60,10,79,0
19,6,8,11,10,17,1900,26300,5,43,62,65,51,54,58,2,75,0
35,5,7,10,5,20,47500,24300,3,44,61,67,51,54,60,5,78,0
38,5,7,10,15,127,25100,2200,1,43,63,68,50,53,55,5,84,0
28,6,8,10,5,22,32100,9100,3,44,61,67,52,54,60,1,78,0
31,5,8,9,9,21,39400,6200,9,44,61,68,52,53,56,27,80,0
30,6,8,11,5,20,15300,2500,2,44,61,68,51,53,57,26,83,0
26,6,8,9,13,18,19000,9200,6,44,62,67,52,54,57,28,83,0
43,6,7,10,13,19,21300,13700,1,43,62,65,52,53,58,3,76,0
24,6,8,9,6,21,13000,18800,5,43,64,65,51,53,56,0,82,0
26,6,8,11,5,17,4000,22300,3,44,64,68,49,54,56,14,77,0
48,5,8,10,15,19,30400,20400,4,43,64,66,50,53,57,15,81,0
28,6,7,10,5,18,12000,21500,7,43,62,66,51,53,58,6,75,0
21,6,8,10,8,22,21800,23500,10,43,64,66,50,54,55,23,76,0
25,5,7,9,9,18,19100,33100,4,43,63,67,52,54,57,26,75,1
18,5,8,9,5,17,17100,25300,7,43,62,66,49,53,56,10,76,0
56,6,7,9,6,18,13500,8800,2,44,64,68,52,54,58,2,74,0
51,5,8,10,14,18,57800,5300,7,44,61,68,51,53,57,9,83,0
26,6,7,9,4,22,49200,1300,3,43,61,65,52,53,58,2,82,0
35,5,8,10,7,21,21900,14800,3,44,64,67,50,53,55,9,83,0
60,5,7,11,13,20,10900,19700,6,43,61,65,50,54,59,5,77,0
30,6,7,9,10,21,5000,22100,10,44,62,65,49,53,56,2,80,0
20,6,8,10,9,21,15000,18200,1,43,61,65,52,54,56,24,83,0
31,6,8,9,6,18,26700,17900,5,43,64,68,49,54,57,1,80,0
46,6,7,11,11,22,54600,3400,6,44,64,66,52,54,58,10,81,0
41,6,7,11,5,20,49000,5100,7,44,64,67,50,54,58,5,81,0
48,6,8,11,4,19,4700,4300,10,43,64,68,51,54,55,18,85,0
35,6,8,9,7,21,45700,15700,3,44,61,65,49,54,56,15,84,0
30,6,7,10,7,20,12000,9300,7,43,62,68,49,54,60,2,86,0
35,6,7,11,6,20,9100,33900,5,44,64,66,49,53,56,2,74,0
29,6,7,9,15,127,7000,11300,7,43,62,67,52,54,60,11,78,0
34,6,8,11,13,22,22500,17700,8,44,61,67,50,54,56,14,74,0
27,6,8,10,5,19,11400,1700,7,44,63,68,49,53,56,29,78,0
31,6,7,10,7,127,32900,24000,2,44,61,67,50,54,57,2,80,0
50,5,7,11,8,22,12600,7200,3,43,64,66,49,53,58,2,82,0
33,5,8,10,2,22,11700,15300,7,43,61,66,49,53,55,18,83,0
30,6,7,9,7,17,31400,5300,3,43,62,65,51,53,58,1,79,0
23,6,7,9,9,127,7600,7800,1,44,64,68,51,54,59,30,78,0
34,5,7,11,10,18,24100,3100,3,44,61,67,50,54,55,2,80,0
24,5,7,9,10,17,1600,1500,7,44,62,66,52,54,60,7,74,1
27,5,8,10,2,21,28500,20700,1,44,64,66,51,54,60,10,81,0
19,6,8,10,7,22,5500,7200,2,43,63,68,50,54,58,4,86,0
18,5,7,10,10,127,29900,16200,9,43,62,68,52,53,56,2,79,0
36,6,7,9,9,19,28200,11800,10,44,61,65,52,54,58,10,85,0
35,6,8,10,4,20,35600,29800,5,43,62,68,51,54,55,5,81,0
41,5,8,11,9,22,29400,19000,3,44,63,67,50,54,56,3,85,0
25,5,7,11,10,17,29300,13000,6,43,62,65,50,53,56,1,82,0
25,5,7,9,12,21,9000,12100,10,43,62,66,49,54,55,21,82,0
35,5,8,11,7,22,31200,5100,5,43,63,67,49,53,60,8,82,0
50,5,7,9,5,20,3200,14600,5,43,64,65,51,54,55,10,84,0
35,5,8,10,5,17,15900,18800,3,44,62,66,52,53,58,1,78,0
52,6,7,11,4,18,16700,4800,10,44,63,68,52,54,59,15,81,0
51,5,7,10,10,21,22400,6200,3,44,63,67,50,54,59,2,84,0
33,6,7,10,2,21,54900,11600,6,43,61,68,49,54,56,10,77,0
